season,PLAYER_ID,player,team,minutes,impact_off,impact_def,impact_total,sd_off,sd_def,waa_off,waa_def,waa_total,booker_score,booker_off,booker_def,rank
2026,1641708,Amen Thompson,HOU,1845,1.42,2.22,3.64,1.331,1.474,2.39,3.73,6.11,2.98,1.16,1.82,12
2026,1641709,Ausar Thompson,DET,1179,-0.42,0.6,0.18,1.409,1.541,-0.44,0.63,0.19,0.15,-0.35,0.49,148
2026,1641710,Anthony Black,ORL,1132,-0.92,-2.04,-2.96,1.375,1.522,-1.01,-2.26,-3.27,-2.42,-0.75,-1.67,332
2026,1641711,Gradey Dick,TOR,751,-1.61,-3.97,-5.57,1.38,1.56,-0.95,-2.35,-3.31,-4.56,-1.31,-3.25,333
2026,1641712,Rayan Rupert,POR,627,-0.93,-3.15,-4.07,1.472,1.67,-0.52,-1.76,-2.28,-3.33,-0.76,-2.57,307
2026,1641713,GG Jackson,MEM,536,-1.22,-2.03,-3.25,1.548,1.587,-0.59,-0.99,-1.59,-2.66,-1.0,-1.66,274
2026,1641715,Cam Whitmore,WAS,279,-0.11,-0.83,-0.93,1.46,1.565,-0.03,-0.22,-0.24,-0.76,-0.09,-0.68,177
2026,1641716,Jarace Walker,IND,1291,-0.96,-1.48,-2.44,1.45,1.751,-1.06,-1.65,-2.71,-1.99,-0.78,-1.21,323
2026,1641717,Cason Wallace,OKC,1176,-0.52,-0.39,-0.91,1.146,1.542,-0.63,-0.47,-1.1,-0.74,-0.43,-0.32,249
2026,1641718,Keyonte George,UTA,1032,-2.3,-1.89,-4.19,1.545,1.495,-2.65,-2.18,-4.83,-3.43,-1.88,-1.55,351
2026,1641722,Jordan Hawkins,NOP,412,-1.99,-3.41,-5.4,1.531,1.546,-0.7,-1.21,-1.91,-4.42,-1.62,-2.79,287
2026,1641724,Jett Howard,ORL,352,-1.63,-3.89,-5.52,1.568,1.73,-0.56,-1.34,-1.91,-4.52,-1.33,-3.19,288
2026,1641729,Brice Sensabaugh,UTA,1050,-1.65,-1.35,-3.0,1.692,1.615,-1.93,-1.58,-3.51,-2.45,-1.35,-1.11,337
2026,1641730,Noah Clowney,BRK,1155,-2.28,-2.41,-4.69,1.341,1.647,-2.3,-2.43,-4.73,-3.84,-1.87,-1.97,350
2026,1641731,Bilal Coulibaly,WAS,903,-2.58,-4.14,-6.72,1.31,1.582,-2.17,-3.48,-5.65,-5.5,-2.11,-3.39,353
2026,1641737,Adem Bona,PHI,914,-1.36,-0.01,-1.37,1.43,1.703,-1.02,-0.01,-1.03,-1.12,-1.11,-0.01,246
2026,1641738,Kobe Brown,IND,561,-1.14,-2.57,-3.71,1.378,1.664,-0.55,-1.24,-1.8,-3.04,-0.93,-2.11,285
2026,1641739,Toumani Camara,POR,1671,-0.68,0.49,-0.2,1.222,1.625,-1.02,0.73,-0.29,-0.16,-0.56,0.4,181
2026,1641740,Jaylen Clark,MIN,794,0.18,-0.38,-0.19,1.395,1.81,0.13,-0.26,-0.13,-0.16,0.15,-0.31,165
2026,1641757,Jordan Miller,LAC,896,-0.54,-2.52,-3.06,1.633,1.702,-0.45,-2.13,-2.59,-2.51,-0.44,-2.07,322
2026,1641763,Julian Phillips,CHI,250,-2.48,-0.88,-3.36,1.29,1.595,-0.5,-0.18,-0.68,-2.75,-2.03,-0.72,209
2026,1641764,Brandin Podziemski,GSW,1413,0.71,0.88,1.6,1.45,1.501,0.93,1.15,2.07,1.31,0.58,0.72,54
2026,1641765,Olivier-Maxence Prosper,MEM,694,-1.44,-2.21,-3.65,1.394,1.628,-0.91,-1.4,-2.31,-2.99,-1.18,-1.81,309
2026,1641767,Ben Sheppard,IND,871,-1.64,-1.26,-2.9,1.292,1.601,-1.23,-0.95,-2.18,-2.37,-1.34,-1.03,302
2026,1641772,Nae'Qwan Tomlin,CLE,585,-1.15,-1.05,-2.2,1.88,2.009,-0.54,-0.49,-1.02,-1.8,-0.94,-0.86,244
2026,1641774,Tristan Vukcevic,WAS,429,-0.34,-0.0,-0.34,1.671,1.861,-0.14,-0.0,-0.14,-0.28,-0.28,-0.0,167
2026,1641775,Jordan Walsh,BOS,843,-0.4,-1.97,-2.37,1.313,1.852,-0.3,-1.49,-1.79,-1.94,-0.33,-1.61,284
2026,1641783,Tristan da Silva,ORL,1037,-0.82,-1.6,-2.42,1.375,1.584,-0.83,-1.62,-2.45,-1.98,-0.67,-1.31,317
2026,1641796,Pelle Larsson,MIA,1113,-1.91,-1.19,-3.1,1.432,1.75,-1.78,-1.11,-2.89,-2.53,-1.56,-0.97,327
2026,1641824,Matas Buzelis,CHI,1153,-1.36,-1.63,-3.0,1.531,1.583,-1.27,-1.53,-2.8,-2.45,-1.11,-1.34,326
2026,1641842,Ronald Holland II,DET,976,-1.27,-1.47,-2.74,1.606,1.758,-1.09,-1.26,-2.36,-2.24,-1.04,-1.2,312
2026,1641854,Craig Porter Jr.,CLE,764,-0.55,-0.17,-0.72,1.461,1.636,-0.33,-0.1,-0.44,-0.59,-0.45,-0.14,189
2026,1641989,Elijah Harkless,UTA,273,0.16,-0.21,-0.05,1.508,1.875,0.05,-0.06,-0.02,-0.04,0.13,-0.17,158
2026,1642258,Zaccharie Risacher,ATL,844,-1.59,-2.24,-3.83,1.614,1.6,-1.15,-1.62,-2.78,-3.13,-1.3,-1.83,325
2026,1642259,Alex Sarr,WAS,729,-1.41,-1.48,-2.89,1.61,1.724,-0.96,-1.0,-1.97,-2.37,-1.16,-1.21,293
2026,1642261,Dalton Knecht,LAL,314,-1.83,-1.19,-3.02,1.623,1.651,-0.44,-0.28,-0.72,-2.47,-1.5,-0.97,212
2026,1642262,Cody Williams,UTA,741,-4.61,-4.05,-8.66,1.311,1.72,-3.82,-3.35,-7.17,-7.09,-3.77,-3.31,355
2026,1642263,Reed Sheppard,HOU,1258,-1.29,-3.1,-4.39,1.474,1.794,-1.48,-3.55,-5.03,-3.59,-1.06,-2.54,352
2026,1642264,Stephon Castle,SAS,1301,-0.66,-2.88,-3.53,1.711,1.777,-0.67,-2.96,-3.63,-2.89,-0.54,-2.35,340
2026,1642265,Rob Dillingham,CHI,503,-0.74,-3.16,-3.9,1.78,1.817,-0.3,-1.29,-1.59,-3.19,-0.61,-2.59,275
2026,1642266,Ja'Kobe Walter,TOR,1130,-0.99,-2.95,-3.94,1.528,1.72,-0.89,-2.63,-3.52,-3.22,-0.81,-2.41,338
2026,1642267,Bub Carrington,WAS,1300,-0.61,-1.41,-2.01,1.313,1.66,-0.73,-1.7,-2.44,-1.65,-0.5,-1.15,316
2026,1642268,Isaiah Collier,UTA,944,-1.23,-2.5,-3.73,1.437,1.587,-1.29,-2.63,-3.93,-3.05,-1.0,-2.04,346
2026,1642269,Devin Carter,SAC,350,-0.52,-1.45,-1.97,1.699,1.859,-0.15,-0.42,-0.57,-1.61,-0.43,-1.18,198
2026,1642270,Donovan Clingan,POR,1030,-0.71,3.32,2.61,1.358,1.6,-0.65,3.05,2.4,2.14,-0.58,2.72,42
2026,1642271,Kyle Filipowski,UTA,991,-0.53,-1.38,-1.91,1.515,1.548,-0.59,-1.52,-2.12,-1.56,-0.44,-1.13,299
2026,1642272,Jared McCain,PHI,786,0.18,-0.24,-0.06,1.662,1.741,0.12,-0.16,-0.04,-0.05,0.15,-0.2,160
2026,1642273,Kyshawn George,WAS,847,-1.61,-1.4,-3.01,1.365,1.685,-1.27,-1.1,-2.37,-2.46,-1.32,-1.14,313
2026,1642274,Yves Missi,NOP,998,-3.28,-1.74,-5.02,1.308,1.561,-2.82,-1.49,-4.31,-4.11,-2.69,-1.43,349
2026,1642275,Tidjane Salaün,CHO,380,-2.18,-2.71,-4.88,1.339,1.669,-0.82,-1.02,-1.84,-4.0,-1.78,-2.21,286
2026,1642276,Kel'el Ware,MIA,1138,-0.91,1.15,0.23,1.481,1.7,-0.87,1.09,0.22,0.19,-0.75,0.94,145
2026,1642277,Johnny Furphy,IND,364,-1.09,-1.39,-2.48,1.452,1.835,-0.34,-0.44,-0.78,-2.03,-0.89,-1.14,219
2026,1642281,Jaylon Tyson,CLE,1254,-1.45,-0.8,-2.25,1.59,1.699,-1.44,-0.79,-2.23,-1.84,-1.19,-0.65,304
2026,1642285,Cam Spencer,MEM,1018,0.12,0.49,0.61,1.609,1.895,0.11,0.45,0.56,0.5,0.1,0.4,120
2026,1642345,Oso Ighodaro,PHO,1259,-1.77,-0.55,-2.32,1.224,1.702,-1.95,-0.6,-2.55,-1.9,-1.45,-0.45,320
2026,1642346,Ryan Dunn,PHO,858,-2.04,-1.04,-3.08,1.518,1.61,-1.53,-0.78,-2.31,-2.52,-1.67,-0.85,310
2026,1642347,Jamal Shead,TOR,1616,-1.87,-3.24,-5.11,1.458,1.622,-2.38,-4.14,-6.52,-4.18,-1.53,-2.65,354
2026,1642348,Justin Edwards,PHI,854,-1.7,-3.66,-5.35,1.433,1.84,-1.19,-2.56,-3.75,-4.38,-1.39,-2.99,345
2026,1642349,Ajay Mitchell,OKC,829,-0.3,1.01,0.7,1.496,1.701,-0.26,0.86,0.6,0.58,-0.25,0.82,116
2026,1642366,Quinten Post,GSW,684,-0.6,0.57,-0.03,1.629,1.698,-0.38,0.36,-0.02,-0.02,-0.49,0.47,159
2026,1642377,Jaylen Wells,MEM,1077,-1.31,-0.71,-2.01,1.402,1.61,-1.28,-0.69,-1.97,-1.65,-1.07,-0.58,294
2026,1642382,Branden Carlson,OKC,284,-0.4,0.59,0.18,1.734,1.944,-0.12,0.17,0.05,0.15,-0.33,0.48,154
2026,1642419,Jamison Battle,TOR,380,-0.66,-1.5,-2.16,1.444,1.688,-0.2,-0.45,-0.65,-1.76,-0.54,-1.23,206
2026,1642450,Daniss Jenkins,DET,948,-1.29,-1.03,-2.32,1.88,2.073,-1.08,-0.86,-1.94,-1.9,-1.05,-0.84,289
2026,1642461,Spencer Jones,DEN,1037,-1.62,-2.58,-4.21,1.558,1.904,-1.43,-2.27,-3.7,-3.44,-1.33,-2.11,343
2027,2544,LeBron James,LAL,1549,2.09,0.49,2.57,0.997,0.931,2.29,0.53,2.82,1.95,1.58,0.37,45
2027,201142,Kevin Durant,HOU,1790,2.57,0.5,3.07,0.943,0.875,3.88,0.75,4.63,2.33,1.95,0.38,14
2027,201143,Al Horford,GSW,723,1.5,2.22,3.73,0.881,1.058,0.93,1.37,2.3,2.83,1.14,1.69,58
2027,201144,Mike Conley,MIN,753,0.64,0.16,0.8,0.869,0.946,0.39,0.1,0.48,0.61,0.49,0.12,144
2027,201566,Russell Westbrook,SAC,1125,-1.4,-1.49,-2.89,1.047,0.918,-1.22,-1.29,-2.51,-2.19,-1.06,-1.13,356
2027,201567,Kevin Love,UTA,452,0.53,1.46,1.99,1.187,1.189,0.25,0.68,0.93,1.51,0.4,1.11,110
2027,201572,Brook Lopez,LAC,1021,-0.76,0.69,-0.07,0.891,0.924,-0.68,0.61,-0.06,-0.05,-0.58,0.52,183
2027,201587,Nicolas Batum,LAC,961,0.16,-0.13,0.03,0.776,0.974,0.13,-0.11,0.03,0.02,0.12,-0.1,168
2027,201935,James Harden,LAC,2078,1.83,0.62,2.45,0.945,0.944,3.33,1.12,4.45,1.86,1.39,0.47,17
2027,201939,Stephen Curry,GSW,703,3.59,1.07,4.66,1.008,0.946,2.15,0.64,2.79,3.53,2.72,0.81,46
2027,201942,DeMar DeRozan,SAC,1370,0.07,-0.79,-0.72,0.883,0.837,0.08,-0.84,-0.76,-0.54,0.06,-0.6,264
2027,201950,Jrue Holiday,POR,945,-0.06,0.0,-0.06,0.914,1.021,-0.05,0.0,-0.05,-0.05,-0.05,0.0,180
2027,202331,Paul George,PHI,763,-0.07,0.99,0.92,0.978,0.905,-0.04,0.58,0.54,0.7,-0.05,0.75,137
2027,202685,Jonas Valančiūnas,DEN,250,0.68,1.32,2.0,0.983,0.952,0.13,0.26,0.39,1.51,0.51,1.0,147
2027,202691,Klay Thompson,DAL,956,-0.95,-1.38,-2.32,0.981,0.917,-0.93,-1.35,-2.29,-1.76,-0.72,-1.04,349
2027,202695,Kawhi Leonard,LAC,892,3.08,2.25,5.33,1.077,1.002,2.4,1.75,4.15,4.04,2.34,1.7,19
2027,202696,Nikola Vučević,CHI,1081,1.31,0.89,2.2,0.94,0.965,1.07,0.72,1.79,1.67,1.0,0.68,76
2027,202699,Tobias Harris,DET,1224,1.02,1.43,2.45,0.86,0.973,1.03,1.43,2.46,1.86,0.78,1.08,55
2027,202710,Jimmy Butler III,GSW,889,2.8,1.41,4.21,1.031,0.879,2.12,1.06,3.18,3.19,2.13,1.07,33
2027,203076,Anthony Davis,DAL,310,0.66,3.38,4.04,0.939,0.924,0.21,1.08,1.29,3.06,0.5,2.56,92
2027,203083,Andre Drummond,PHI,789,-0.59,-0.02,-0.61,0.96,1.154,-0.35,-0.02,-0.37,-0.46,-0.45,-0.02,222
2027,203084,Harrison Barnes,SAS,1086,-0.77,-0.63,-1.41,0.809,0.932,-0.62,-0.5,-1.12,-1.07,-0.59,-0.48,298
2027,203110,Draymond Green,GSW,995,-0.38,1.72,1.34,0.886,0.944,-0.33,1.46,1.13,1.02,-0.29,1.31,100
2027,203114,Khris Middleton,WAS,851,-0.49,-0.19,-0.68,1.063,0.991,-0.36,-0.14,-0.5,-0.51,-0.37,-0.14,231
2027,203468,CJ McCollum,ATL,1548,0.02,-0.76,-0.74,0.887,0.927,0.03,-0.94,-0.91,-0.56,0.02,-0.58,278
2027,203471,Dennis Schröder,SAC,1350,-0.65,-0.72,-1.37,0.853,0.907,-0.68,-0.76,-1.43,-1.04,-0.49,-0.55,314
2027,203484,Kentavious Caldwell-Pope,MEM,679,-0.43,-0.15,-0.58,0.733,0.882,-0.24,-0.09,-0.33,-0.44,-0.32,-0.11,216
2027,203497,Rudy Gobert,MIN,1417,1.08,3.0,4.08,0.812,0.94,1.23,3.4,4.63,3.1,0.82,2.28,15
2027,203500,Steven Adams,HOU,420,1.76,3.02,4.77,1.041,1.133,0.62,1.07,1.69,3.62,1.33,2.29,78
2027,203501,Tim Hardaway Jr.,DEN,1582,-1.83,-1.35,-3.18,0.866,0.945,-2.28,-1.68,-3.96,-2.41,-1.39,-1.02,386
2027,203507,Giannis Antetokounmpo,MIL,596,5.16,4.24,9.39,0.968,0.924,2.62,2.15,4.77,7.13,3.91,3.21,13
2027,203897,Zach LaVine,SAC,790,-0.42,-0.72,-1.14,0.993,0.922,-0.26,-0.44,-0.69,-0.86,-0.32,-0.54,250
2027,203903,Jordan Clarkson,NYK,816,-0.54,-0.85,-1.38,0.916,1.025,-0.35,-0.55,-0.9,-1.05,-0.41,-0.64,277
2027,203914,Gary Harris,MIL,457,-0.89,-1.59,-2.48,0.868,1.114,-0.35,-0.62,-0.97,-1.88,-0.68,-1.21,283
2027,203924,Jerami Grant,POR,1158,-1.07,-1.57,-2.63,0.92,1.011,-1.02,-1.5,-2.52,-2.0,-0.81,-1.19,357
2027,203926,Doug McDermott,SAC,250,-2.52,-2.25,-4.78,1.113,1.302,-0.49,-0.44,-0.92,-3.62,-1.91,-1.71,280
2027,203932,Aaron Gordon,DEN,683,-0.12,1.18,1.06,0.971,1.041,-0.06,0.63,0.57,0.81,-0.09,0.9,133
2027,203935,Marcus Smart,LAL,1153,0.76,1.49,2.25,1.103,1.12,0.62,1.22,1.84,1.71,0.58,1.13,73
2027,203937,Kyle Anderson,MIN,655,-0.32,-0.49,-0.81,0.892,1.053,-0.17,-0.26,-0.42,-0.61,-0.24,-0.37,224
2027,203939,Dwight Powell,DAL,527,0.36,1.0,1.36,0.819,1.238,0.2,0.54,0.74,1.03,0.27,0.76,125
2027,203944,Julius Randle,MIN,1874,-0.03,-0.16,-0.19,1.007,0.914,-0.04,-0.24,-0.28,-0.14,-0.02,-0.12,210
2027,203952,Andrew Wiggins,MIA,1373,-0.67,-0.53,-1.2,0.96,0.932,-0.71,-0.57,-1.28,-0.91,-0.51,-0.41,303
2027,203954,Joel Embiid,PHI,758,3.14,3.59,6.73,1.159,0.996,1.81,2.07,3.88,5.11,2.38,2.73,21
2027,203991,Clint Capela,HOU,571,-1.24,0.21,-1.03,0.918,0.95,-0.6,0.1,-0.5,-0.78,-0.94,0.16,232
2027,203992,Bogdan Bogdanović,LAC,289,0.84,0.93,1.77,1.036,0.903,0.21,0.24,0.45,1.34,0.64,0.71,145
2027,203994,Jusuf Nurkić,UTA,527,0.58,2.38,2.96,0.984,1.033,0.32,1.3,1.62,2.25,0.44,1.8,82
2027,203999,Nikola Jokić,DEN,1788,8.7,5.46,14.15,1.081,0.955,12.23,7.68,19.91,10.74,6.6,4.14,1
2027,204001,Kristaps Porziņģis,GSW,422,-0.12,0.11,-0.01,1.177,1.047,-0.04,0.04,-0.0,-0.01,-0.09,0.08,172
2027,204456,T.J. McConnell,IND,651,0.9,0.22,1.11,1.085,1.02,0.47,0.11,0.58,0.84,0.68,0.16,132
2027,1626145,Tyus Jones,ORL,597,-1.65,-1.99,-3.65,0.91,0.926,-0.9,-1.08,-1.98,-2.77,-1.26,-1.51,336
2027,1626157,Karl-Anthony Towns,NYK,1236,2.29,2.76,5.05,0.916,0.969,2.25,2.7,4.95,3.83,1.74,2.1,12
2027,1626162,Kelly Oubre Jr.,PHI,1192,-2.39,-2.1,-4.49,0.896,1.006,-2.17,-1.9,-4.07,-3.4,-1.81,-1.59,390
2027,1626164,Devin Booker,PHO,1688,1.89,1.14,3.02,0.877,0.854,2.59,1.55,4.14,2.29,1.43,0.86,20
2027,1626167,Myles Turner,MIL,1186,-0.0,1.63,1.62,1.015,0.993,-0.0,1.64,1.64,1.23,-0.0,1.23,80
2027,1626171,Bobby Portis,MIL,1036,-0.49,-1.02,-1.51,0.916,0.973,-0.43,-0.9,-1.34,-1.15,-0.37,-0.77,306
2027,1626181,Norman Powell,MIA,1204,1.86,1.22,3.08,0.955,0.972,1.74,1.14,2.88,2.34,1.41,0.92,43
2027,1626204,Larry Nance Jr.,CLE,265,-0.17,0.11,-0.06,1.013,1.137,-0.03,0.02,-0.01,-0.04,-0.13,0.09,174
2027,1626220,Royce O'Neale,PHO,1453,0.13,0.17,0.29,0.865,0.935,0.15,0.2,0.35,0.22,0.1,0.13,150
2027,1627734,Domantas Sabonis,SAC,348,3.03,2.57,5.6,0.957,0.943,0.81,0.69,1.51,4.25,2.3,1.95,84
2027,1627739,Kris Dunn,LAC,1334,-0.35,0.3,-0.05,0.845,1.062,-0.41,0.35,-0.05,-0.04,-0.26,0.23,181
2027,1627741,Buddy Hield,GSW,586,-0.45,-0.84,-1.28,0.942,0.955,-0.22,-0.42,-0.64,-0.97,-0.34,-0.64,241
2027,1627742,Brandon Ingram,TOR,1726,1.59,0.5,2.09,0.984,1.001,2.01,0.63,2.65,1.59,1.21,0.38,48
2027,1627747,Caris LeVert,DET,1048,1.03,0.45,1.48,0.992,1.001,0.88,0.39,1.27,1.12,0.78,0.34,94
2027,1627750,Jamal Murray,DEN,1763,1.33,0.57,1.91,1.058,1.007,1.85,0.79,2.64,1.45,1.01,0.43,50
2027,1627751,Jakob Poeltl,TOR,702,1.05,0.84,1.9,0.963,1.033,0.54,0.43,0.98,1.44,0.8,0.64,108
2027,1627752,Taurean Prince,MIL,340,-1.83,-2.11,-3.94,0.846,0.892,-0.53,-0.61,-1.14,-2.99,-1.39,-1.6,299
2027,1627759,Jaylen Brown,BOS,1607,0.06,-0.27,-0.21,0.966,0.874,0.08,-0.37,-0.28,-0.16,0.05,-0.21,211
2027,1627780,Gary Payton II,GSW,755,1.19,0.89,2.08,0.966,1.08,0.77,0.57,1.34,1.58,0.9,0.67,90
2027,1627783,Pascal Siakam,IND,1196,1.55,1.98,3.53,0.914,0.942,1.48,1.89,3.37,2.68,1.18,1.5,30
2027,1627824,Guerschon Yabusele,CHI,596,-0.06,-0.11,-0.18,0.954,1.191,-0.03,-0.05,-0.08,-0.13,-0.05,-0.08,186
2027,1627826,Ivica Zubac,LAC,738,1.21,2.33,3.54,0.897,0.914,0.78,1.5,2.28,2.68,0.92,1.77,59
2027,1627827,Dorian Finney-Smith,HOU,470,1.23,1.63,2.86,0.759,1.014,0.49,0.65,1.13,2.17,0.93,1.24,101
2027,1627884,Derrick Jones Jr.,LAC,839,-1.08,-0.71,-1.79,0.941,0.965,-0.79,-0.52,-1.31,-1.36,-0.82,-0.54,305
2027,1627936,Alex Caruso,OKC,776,0.9,1.86,2.76,0.911,0.943,0.67,1.38,2.05,2.1,0.68,1.41,67
2027,1628366,Lonzo Ball,CLE,560,-0.75,0.29,-0.46,1.029,1.017,-0.31,0.12,-0.19,-0.35,-0.57,0.22,196
2027,1628368,De'Aaron Fox,SAS,1779,1.7,0.91,2.61,0.923,0.937,2.22,1.19,3.41,1.98,1.29,0.69,27
2027,1628369,Jayson Tatum,BOS,342,1.84,1.0,2.84,1.021,1.037,0.52,0.28,0.81,2.15,1.4,0.76,121
2027,1628370,Malik Monk,SAC,957,-0.04,-0.41,-0.45,1.026,0.994,-0.03,-0.3,-0.33,-0.34,-0.03,-0.31,217
2027,1628371,Jonathan Isaac,ORL,415,0.75,2.3,3.05,1.059,1.041,0.28,0.87,1.15,2.31,0.57,1.75,99
2027,1628374,Lauri Markkanen,UTA,848,2.0,1.54,3.54,0.999,0.99,1.76,1.35,3.11,2.69,1.52,1.17,34
2027,1628378,Donovan Mitchell,CLE,2085,3.47,2.15,5.62,0.896,0.909,5.31,3.29,8.6,4.26,2.63,1.63,4
2027,1628379,Luke Kennard,LAL,1270,2.05,0.29,2.34,0.852,1.081,1.84,0.26,2.1,1.77,1.55,0.22,64
2027,1628381,John Collins,LAC,1107,0.86,1.01,1.86,0.968,0.984,0.83,0.97,1.8,1.41,0.65,0.76,74
2027,1628384,OG Anunoby,NYK,1589,0.26,1.55,1.81,0.883,0.968,0.32,1.95,2.28,1.37,0.2,1.18,60
2027,1628386,Jarrett Allen,CLE,1369,1.13,0.75,1.88,0.869,0.925,1.13,0.75,1.89,1.42,0.86,0.57,70
2027,1628389,Bam Adebayo,MIA,1571,0.66,1.88,2.53,0.956,0.894,0.8,2.29,3.09,1.92,0.5,1.42,35
2027,1628392,Isaiah Hartenstein,OKC,576,0.89,2.89,3.79,0.855,0.952,0.49,1.6,2.09,2.87,0.68,2.2,65
2027,1628396,Tony Bradley,IND,315,-0.35,-0.57,-0.92,1.286,1.422,-0.09,-0.14,-0.23,-0.7,-0.27,-0.43,201
2027,1628398,Kyle Kuzma,MIL,1169,-2.33,-2.98,-5.3,0.905,0.869,-2.32,-2.97,-5.29,-4.02,-1.76,-2.26,395
2027,1628401,Derrick White,BOS,1438,2.1,2.28,4.39,0.967,0.872,2.51,2.73,5.24,3.33,1.59,1.73,9
2027,1628404,Josh Hart,NYK,1516,-0.15,0.35,0.2,0.78,0.97,-0.18,0.42,0.24,0.15,-0.11,0.26,159
2027,1628415,Dillon Brooks,PHO,1176,-0.24,-0.53,-0.77,0.878,0.882,-0.23,-0.51,-0.73,-0.58,-0.18,-0.4,256
2027,1628418,Thomas Bryant,CLE,486,-0.21,0.15,-0.07,1.067,1.194,-0.08,0.05,-0.02,-0.05,-0.16,0.11,177
2027,1628436,Luke Kornet,SAS,1124,2.16,3.29,5.45,0.775,1.028,1.78,2.71,4.5,4.14,1.64,2.5,16
2027,1628467,Maxi Kleber,LAL,277,-0.17,-0.16,-0.34,0.908,1.068,-0.03,-0.03,-0.07,-0.25,-0.13,-0.12,184
2027,1628960,Grayson Allen,PHO,999,0.06,-0.25,-0.18,0.953,0.927,0.05,-0.2,-0.15,-0.14,0.05,-0.19,192
2027,1628963,Marvin Bagley III,WAS,763,0.38,0.91,1.29,1.069,1.166,0.25,0.6,0.85,0.98,0.29,0.69,115
2027,1628969,Mikal Bridges,NYK,1730,0.02,0.08,0.09,0.849,0.942,0.02,0.11,0.13,0.07,0.01,0.06,163
2027,1628970,Miles Bridges,CHO,1251,0.04,0.89,0.93,0.883,0.953,0.04,1.03,1.07,0.7,0.03,0.68,103
2027,1628971,Bruce Brown,DEN,1343,-2.8,-2.83,-5.63,0.885,1.073,-2.96,-2.99,-5.95,-4.27,-2.12,-2.15,398
2027,1628973,Jalen Brunson,NYK,2174,4.11,1.11,5.22,0.93,0.957,7.08,1.92,9.0,3.96,3.12,0.84,3
2027,1628976,Wendell Carter Jr.,ORL,1336,0.14,0.71,0.86,0.834,0.985,0.17,0.87,1.04,0.65,0.11,0.54,105
2027,1628978,Donte DiVincenzo,MIN,1208,0.92,0.61,1.53,0.905,0.93,0.89,0.59,1.48,1.16,0.7,0.46,85
2027,1628983,Shai Gilgeous-Alexander,OKC,1760,7.94,3.55,11.49,0.985,0.97,13.37,5.97,19.34,8.72,6.03,2.69,2
2027,1628988,Aaron Holiday,HOU,548,0.91,0.96,1.86,0.975,1.074,0.42,0.44,0.86,1.41,0.69,0.72,114
2027,1628989,Kevin Huerter,CHI,978,0.36,0.15,0.51,0.909,1.062,0.26,0.11,0.37,0.38,0.27,0.11,148
2027,1628991,Jaren Jackson Jr.,MEM,907,-0.19,-0.16,-0.35,0.902,0.909,-0.15,-0.12,-0.27,-0.27,-0.15,-0.12,209
2027,1628997,Caleb Martin,DAL,609,-0.84,-0.84,-1.68,0.99,0.973,-0.53,-0.53,-1.06,-1.28,-0.64,-0.64,293
2027,1629001,De'Anthony Melton,GSW,730,0.72,0.6,1.31,1.092,1.237,0.45,0.37,0.82,1.0,0.54,0.45,120
2027,1629004,Svi Mykhailiuk,UTA,581,0.22,-0.61,-0.39,1.099,1.174,0.13,-0.37,-0.24,-0.3,0.17,-0.47,204
2027,1629006,Josh Okogie,HOU,959,-1.21,-1.29,-2.5,0.983,1.129,-0.98,-1.05,-2.03,-1.9,-0.92,-0.98,341
2027,1629008,Michael Porter Jr.,BRK,945,-0.75,-0.31,-1.06,0.948,0.91,-0.57,-0.24,-0.81,-0.8,-0.57,-0.24,268
2027,1629011,Mitchell Robinson,NYK,1026,0.11,0.87,0.98,0.883,1.146,0.09,0.71,0.8,0.74,0.08,0.66,122
2027,1629012,Collin Sexton,CHO,1025,0.09,-0.45,-0.37,0.932,0.976,0.08,-0.43,-0.35,-0.28,0.07,-0.34,219
2027,1629013,Landry Shamet,NYK,924,0.78,0.35,1.14,0.936,1.16,0.57,0.26,0.83,0.86,0.59,0.27,118
2027,1629014,Anfernee Simons,BOS,815,0.29,-0.61,-0.32,0.989,0.93,0.19,-0.41,-0.22,-0.24,0.22,-0.46,200
2027,1629018,Gary Trent Jr.,MIL,931,-1.12,-2.09,-3.21,0.937,0.969,-0.89,-1.66,-2.55,-2.44,-0.85,-1.59,360
2027,1629020,Jarred Vanderbilt,LAL,765,-0.43,0.04,-0.39,1.01,1.061,-0.23,0.02,-0.21,-0.3,-0.33,0.03,197
2027,1629023,P.J. Washington,DAL,873,-0.02,-0.15,-0.17,0.878,0.935,-0.02,-0.14,-0.15,-0.13,-0.01,-0.12,193
2027,1629028,Deandre Ayton,LAL,1136,-1.68,-0.83,-2.5,0.981,0.895,-1.35,-0.67,-2.01,-1.9,-1.27,-0.63,340
2027,1629029,Luka Dončić,LAL,1684,4.41,2.69,7.1,0.966,0.979,5.25,3.2,8.45,5.39,3.34,2.04,5
2027,1629048,Goga Bitadze,ORL,628,0.74,1.18,1.92,0.898,1.037,0.42,0.67,1.09,1.46,0.56,0.9,102
2027,1629057,Robert Williams III,POR,915,-0.03,0.39,0.37,1.056,1.294,-0.02,0.3,0.28,0.28,-0.02,0.3,156
2027,1629060,Rui Hachimura,LAL,1525,0.21,0.29,0.51,0.929,0.975,0.23,0.32,0.54,0.38,0.16,0.22,138
2027,1629111,Jock Landale,MEM,926,-0.07,0.0,-0.07,0.887,1.062,-0.06,0.0,-0.05,-0.05,-0.05,0.0,182
